t,height,roll_deg,pitch_deg,yaw_deg,x_cam,y_cam,z_cam,marker_id,height_relative_m,height_relative_mm
8.5857,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
8.62335,0.59546,175.2,-2.447,-177.954,-0.10171,0.25054,0.59546,8,0.00118669,1.18669
8.65805,0.59673,174.633,-1.925,-177.834,-0.10158,0.25066,0.59673,8,-0.00008331,-0.08331
8.69029,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
8.72159,0.59657,175.165,-2.097,-177.835,-0.10195,0.25104,0.59657,8,0.00007669,0.07669
8.7542,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8,0.00031669,0.31669
8.79252,0.59704,174.85,-1.917,-177.948,-0.10163,0.25058,0.59704,8,-0.00039331,-0.39331
8.822,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
8.85682,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
8.89168,0.59727,174.933,-1.92,-177.817,-0.10191,0.25093,0.59727,8,-0.00062331,-0.62331
8.92379,0.59727,174.933,-1.92,-177.817,-0.10191,0.25093,0.59727,8,-0.00062331,-0.62331
8.95583,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
8.99158,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8,-0.00023331,-0.23331
9.02463,0.59648,174.949,-2.145,-177.922,-0.10173,0.25064,0.59648,8,0.00016669,0.16669
9.05347,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8,-0.00023331,-0.23331
9.09242,0.59727,174.933,-1.92,-177.817,-0.10191,0.25093,0.59727,8,-0.00062331,-0.62331
9.12151,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
9.15412,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
9.19113,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
9.22234,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
9.25949,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
9.29142,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8,-0.00023331,-0.23331
9.32133,0.59593,175.047,-2.375,-177.897,-0.10183,0.25069,0.59593,8,0.00071669,0.71669
9.35925,0.5966,175.025,-2.104,-177.816,-0.10207,0.251,0.5966,8,0.00004669,0.04669
9.39206,0.59602,175.102,-2.215,-177.978,-0.10161,0.25049,0.59602,8,0.00062669,0.62669
9.42254,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
9.45833,0.59633,174.945,-2.1,-177.834,-0.10184,0.25089,0.59633,8,0.00031669,0.31669
9.49108,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
9.52141,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
9.55898,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
9.59072,0.59688,174.846,-1.87,-177.859,-0.10174,0.25083,0.59688,8,-0.00023331,-0.23331
9.62289,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
9.6589,0.59682,174.806,-2.01,-177.892,-0.1016,0.25081,0.59682,8,-0.00017331,-0.17331
9.68941,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
9.72834,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
9.75813,0.59701,174.658,-2.076,-177.791,-0.10209,0.25095,0.59701,8,-0.00036331,-0.36331
9.78942,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
9.82986,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
9.86048,0.59742,174.746,-1.641,-177.885,-0.10164,0.25077,0.59742,8,-0.00077331,-0.77331
9.89425,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
9.92589,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
9.96141,0.59674,174.892,-2.157,-177.773,-0.10213,0.25095,0.59674,8,-0.00009331,-0.09331
9.9894,0.59701,174.712,-1.925,-177.816,-0.10181,0.25078,0.59701,8,-0.00036331,-0.36331
10.02956,0.59646,174.812,-2.154,-177.791,-0.10191,0.25083,0.59646,8,0.00018669,0.18669
